"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"NCL05","OUT017",1
"DRK49","OUT010",1
"NCE18","OUT027",1
"FDG40","OUT049",1
"DRI59","OUT045",1
"FDK28","OUT035",1
"NCD06","OUT019",1
"FDO11","OUT019",1
"FDK27","OUT046",1
"FDT43","OUT027",1
"FDD38","OUT018",1
"FDA16","OUT049",1
"FDL14","OUT027",1
"NCM17","OUT049",1
"FDD20","OUT045",1
"FDA40","OUT045",1
"FDL43","OUT045",1
"FDV15","OUT045",1
"FDE52","OUT046",1
"NCL17","OUT010",1
"NCJ31","OUT045",1
"FDR60","OUT045",1
"NCA18","OUT035",1
"FDS21","OUT027",1
"FDW09","OUT035",1
"FDL26","OUT035",1
"FDS47","OUT018",1
"FDC39","OUT046",1
"FDT51","OUT035",1
"FDK40","OUT035",1
"NCG19","OUT045",1
"FDZ07","OUT046",1
"FDF08","OUT027",1
"FDO04","OUT013",1
"FDK41","OUT018",1
"FDP15","OUT049",1
"NCD43","OUT018",1
"NCP18","OUT013",1
"FDZ51","OUT046",1
"DRH13","OUT035",1
"FDF38","OUT045",1
"NCI43","OUT045",1
"FDM38","OUT027",1
"FDS03","OUT013",1
"DRJ47","OUT017",1
"FDT50","OUT010",1
"FDV02","OUT046",1
"NCG18","OUT017",1
"FDW52","OUT046",1
"FDS40","OUT035",1
"FDN31","OUT017",1
"FDA37","OUT045",1
"FDA15","OUT046",1
"FDL39","OUT046",1
"FDJ53","OUT045",1
"FDX22","OUT013",1
"NCZ42","OUT045",1
"FDD56","OUT027",1
"FDD40","OUT017",1
"FDS50","OUT013",1
"NCN14","OUT013",1
"FDT15","OUT013",1
"NCS18","OUT027",1
"NCO26","OUT010",1
"FDF58","OUT018",1
"NCB19","OUT013",1
"FDH26","OUT017",1
"DRB24","OUT027",1
"FDA49","OUT018",1
"FDB32","OUT045",1
"FDI36","OUT017",1
"NCA17","OUT010",1
"FDH22","OUT013",1
"NCM26","OUT018",1
"FDT15","OUT027",1
"FDB16","OUT018",1
"NCP54","OUT027",1
"FDJ36","OUT013",1
"FDO28","OUT045",1
"FDU09","OUT013",1
"FDF29","OUT017",1
"FDY08","OUT013",1
"DRJ59","OUT018",1
"FDT23","OUT027",1
"FDU15","OUT018",1
"FDT47","OUT013",1
"FDI53","OUT019",1
"FDR59","OUT018",1
"FDD53","OUT035",1
"FDY51","OUT017",1
"FDT04","OUT049",1
"FDU51","OUT049",1
"FDG14","OUT035",1
"NCU06","OUT045",1
"DRG25","OUT046",1
"DRH49","OUT035",1
"FDN15","OUT035",1
"FDL43","OUT018",1
"NCT18","OUT049",1
"NCB31","OUT013",1
"FDK57","OUT035",1
"FDY04","OUT019",1
"NCP54","OUT046",1
"FDF41","OUT013",1
"FDM01","OUT045",1
"FDW03","OUT045",1
"FDF28","OUT045",1
"FDY37","OUT017",1
"FDQ03","OUT017",1
"FDP51","OUT027",1
"FDJ40","OUT017",1
"FDC32","OUT049",1
"DRI49","OUT027",1
"NCW54","OUT017",1
"FDF09","OUT017",1
"FDP45","OUT018",1
"DRJ23","OUT018",1
"FDS59","OUT017",1
"FDY08","OUT046",1
"FDX16","OUT049",1
"FDY16","OUT018",1
"FDK32","OUT035",1
"FDQ22","OUT013",1
"NCC31","OUT018",1
"FDG58","OUT049",1
"DRF48","OUT013",1
"DRH36","OUT049",1
"NCR30","OUT035",1
"FDB03","OUT019",1
"FDZ28","OUT027",1
"FDR35","OUT017",1
"DRD15","OUT027",1
"FDJ33","OUT019",1
"FDA56","OUT010",1
"FDP56","OUT046",1
"NCT30","OUT046",1
"FDK15","OUT017",1
"FDH44","OUT018",1
"FDV01","OUT013",1
"DRG03","OUT017",1
"FDG50","OUT027",1
"FDR16","OUT010",1
"FDZ60","OUT046",1
"DRG03","OUT045",1
"FDS56","OUT018",1
"FDU33","OUT045",1
"DRD27","OUT035",1
"FDW22","OUT046",1
"DRA24","OUT045",1
"FDF38","OUT049",1
"FDX48","OUT013",1
"FDS58","OUT018",1
"FDC32","OUT046",1
"NCQ29","OUT045",1
"DRK39","OUT018",1
"NCS38","OUT017",1
"DRO47","OUT013",1
"DRG27","OUT027",1
"FDC57","OUT027",1
"FDS55","OUT046",1
"NCJ06","OUT018",1
"FDO01","OUT019",1
"NCM55","OUT045",1
"FDC52","OUT049",1
"FDQ15","OUT045",1
"NCT30","OUT027",1
"NCR42","OUT027",1
"FDD28","OUT035",1
"FDQ34","OUT049",1
"FDZ12","OUT027",1
"DRE13","OUT019",1
"NCN07","OUT019",1
"FDM28","OUT035",1
"FDI10","OUT017",1
"FDQ25","OUT013",1
"FDA38","OUT010",1
"DRI13","OUT049",1
"FDY20","OUT027",1
"NCZ53","OUT035",1
"NCM31","OUT013",1
"DRB01","OUT017",1
"DRF37","OUT046",1
"NCF42","OUT049",1
"FDF16","OUT018",1
"FDB41","OUT013",1
"FDR34","OUT013",1
"FDR15","OUT018",1
"NCV42","OUT019",1
"FDW51","OUT035",1
"FDU36","OUT017",1
"FDX60","OUT049",1
"FDY03","OUT035",1
"FDW55","OUT045",1
"FDT01","OUT010",1
"FDG58","OUT013",1
"FDK21","OUT017",1
"NCS41","OUT019",1
"FDS10","OUT045",1
"NCT53","OUT046",1
"FDJ28","OUT018",1
"FDX44","OUT045",1
"FDT20","OUT018",1
"FDO44","OUT017",1
"NCX17","OUT049",1
"FDY01","OUT017",1
"FDJ12","OUT027",1
"DRK35","OUT018",1
"FDD47","OUT019",1
"NCM53","OUT035",1
"FDO45","OUT013",1
"NCM42","OUT010",1
"FDE04","OUT046",1
"NCI30","OUT027",1
"FDZ19","OUT013",1
"FDW57","OUT013",1
"FDA25","OUT013",1
"FDT22","OUT046",1
"FDP51","OUT013",1
"FDD48","OUT027",1
"FDY39","OUT035",1
"FDO48","OUT010",1
"FDD23","OUT027",1
"DRN35","OUT027",1
"FDT01","OUT035",1
"FDC20","OUT010",1
"DRJ35","OUT035",1
"FDB32","OUT046",1
"FDL24","OUT046",1
"NCV42","OUT035",1
"FDZ46","OUT046",1
"FDC15","OUT013",1
"FDD08","OUT019",1
"FDY50","OUT049",1
"FDD36","OUT013",1
"FDG57","OUT027",1
"FDL21","OUT018",1
"FDN16","OUT027",1
"FDJ09","OUT027",1
"FDS01","OUT010",1
"FDV33","OUT017",1
"DRE12","OUT017",1
"FDR07","OUT013",1
"FDP48","OUT010",1
"NCB55","OUT035",1
"FDQ08","OUT013",1
"FDR34","OUT035",1
"FDO33","OUT046",1
"FDP13","OUT045",1
"FDX12","OUT049",1
"NCT06","OUT049",1
"FDR16","OUT019",1
"FDE36","OUT046",1
"FDZ36","OUT049",1
"FDV13","OUT045",1
"NCZ17","OUT035",1
"FDU56","OUT045",1
"FDM09","OUT035",1
"FDV02","OUT017",1
"FDS34","OUT018",1
"FDA11","OUT049",1
"FDP09","OUT017",1
"FDB29","OUT027",1
"FDT19","OUT017",1
"DRH15","OUT017",1
"FDY38","OUT046",1
"FDF14","OUT027",1
"FDN48","OUT010",1
"FDQ12","OUT013",1
"NCJ43","OUT045",1
"FDE17","OUT019",1
"FDB05","OUT035",1
"FDH10","OUT045",1
"NCR06","OUT017",1
"FDU32","OUT018",1
"FDD56","OUT049",1
"FDO36","OUT018",1
"FDH16","OUT010",1
"FDX10","OUT018",1
"FDZ37","OUT017",1
"FDU31","OUT010",1
"DRC49","OUT049",1
"FDL15","OUT045",1
"FDN32","OUT019",1
"DRH59","OUT027",1
"NCU29","OUT049",1
"FDR37","OUT019",1
"FDS14","OUT018",1
"FDU02","OUT027",1
"FDJ08","OUT035",1
"NCZ06","OUT045",1
"FDO31","OUT049",1
"FDH31","OUT018",1
"FDS58","OUT017",1
"NCA53","OUT027",1
"FDF50","OUT046",1
"NCW42","OUT049",1
"NCQ17","OUT045",1
"FDK51","OUT018",1
"NCW41","OUT010",1
"NCR29","OUT017",1
"FDB08","OUT019",1
"FDA40","OUT027",1
"FDL14","OUT018",1
"FDB47","OUT046",1
"FDO03","OUT035",1
"DRK13","OUT019",1
"FDX13","OUT010",1
"FDF52","OUT046",1
"FDT11","OUT013",1
"FDB08","OUT013",1
"FDQ28","OUT018",1
"FDD29","OUT045",1
"NCQ29","OUT027",1
"NCO02","OUT013",1
"FDR56","OUT010",1
"NCM54","OUT049",1
"FDP51","OUT035",1
"FDT38","OUT013",1
"FDZ20","OUT018",1
"FDJ53","OUT013",1
"FDX13","OUT049",1
"FDP58","OUT035",1
"NCK31","OUT019",1
"FDA35","OUT018",1
"FDV37","OUT018",1
"NCO07","OUT027",1
"FDA20","OUT045",1
"FDZ59","OUT035",1
"NCY17","OUT017",1
"FDQ28","OUT035",1
"FDV35","OUT017",1
"FDQ36","OUT013",1
"FDD34","OUT018",1
"FDK51","OUT045",1
"FDV31","OUT035",1
"FDR04","OUT035",1
"FDR14","OUT049",1
"DRC36","OUT010",1
"FDE39","OUT019",1
"FDP57","OUT049",1
"FDE57","OUT046",1
"NCN18","OUT046",1
"NCQ05","OUT018",1
"FDW47","OUT035",1
"FDV46","OUT035",1
"NCP29","OUT045",1
"FDE09","OUT018",1
"NCU06","OUT027",1
"FDT19","OUT010",1
"DRF15","OUT017",1
"DRI51","OUT013",1
"NCX54","OUT013",1
"DRE01","OUT013",1
"NCB07","OUT045",1
"FDU50","OUT035",1
"FDG40","OUT035",1
"FDW10","OUT018",1
"FDX51","OUT013",1
"NCP17","OUT045",1
"FDP21","OUT035",1
"FDL04","OUT045",1
"FDV23","OUT013",1
"FDF24","OUT046",1
"FDH56","OUT027",1
"FDB51","OUT049",1
"FDI58","OUT027",1
"FDR20","OUT013",1
"FDC51","OUT018",1
"FDB16","OUT027",1
"FDE40","OUT049",1
"NCM17","OUT035",1
"FDU56","OUT035",1
"FDS32","OUT019",1
"FDX02","OUT049",1
"FDT39","OUT027",1
"FDE35","OUT017",1
"NCI42","OUT019",1
"DRL23","OUT046",1
"FDA10","OUT046",1
"FDA11","OUT013",1
"NCM06","OUT046",1
"NCT05","OUT035",1
"NCQ02","OUT010",1
"NCY06","OUT049",1
"FDY56","OUT035",1
"FDL02","OUT035",1
"NCI06","OUT035",1
"FDQ14","OUT045",1
"FDQ12","OUT017",1
"FDP36","OUT046",1
"FDK21","OUT027",1
"FDO40","OUT045",1
"NCK54","OUT019",1
"FDY09","OUT018",1
"NCW30","OUT049",1
"NCC55","OUT027",1
"FDE58","OUT018",1
"FDR39","OUT013",1
"FDU28","OUT049",1
"FDH08","OUT017",1
"FDG35","OUT045",1
"FDG22","OUT049",1
"FDC34","OUT035",1
"FDP15","OUT018",1
"FDK34","OUT010",1
"FDU45","OUT035",1
"FDQ04","OUT027",1
"FDX22","OUT018",1
"FDB45","OUT017",1
"NCH43","OUT027",1
"DRE60","OUT046",1
"FDD17","OUT027",1
"NCM54","OUT017",1
"NCH55","OUT013",1
"NCT06","OUT017",1
"FDA48","OUT027",1
"FDY58","OUT027",1
"FDO25","OUT045",1
"FDN50","OUT045",1
"FDH35","OUT035",1
"FDK09","OUT045",1
"FDO16","OUT013",1
"FDW11","OUT045",1
"FDU47","OUT027",1
"NCQ42","OUT010",1
"FDK55","OUT027",1
"FDN08","OUT049",1
"FDT57","OUT045",1
"FDJ12","OUT018",1
"DRL59","OUT017",1
"NCN53","OUT046",1
"FDO51","OUT010",1
"FDK56","OUT017",1
"FDY12","OUT035",1
"FDU15","OUT035",1
"FDQ19","OUT046",1
"DRF15","OUT045",1
"DRE25","OUT019",1
"FDK57","OUT018",1
"FDD33","OUT010",1
"FDR34","OUT027",1
"FDU04","OUT045",1
"FDE35","OUT019",1
"NCD31","OUT035",1
"FDJ56","OUT035",1
"NCU53","OUT046",1
"FDD39","OUT035",1
"NCU17","OUT019",1
"FDJ20","OUT046",1
"NCW41","OUT018",1
"FDL52","OUT035",1
"FDS39","OUT035",1
"DRJ47","OUT045",1
"FDP13","OUT010",1
"DRK39","OUT010",1
"FDF28","OUT010",1
"FDB09","OUT045",1
"FDM51","OUT046",1
"DRM49","OUT018",1
"DRF23","OUT013",1
"DRH01","OUT035",1
"FDH12","OUT027",1
"FDA28","OUT019",1
"FDW37","OUT018",1
"FDF02","OUT046",1
"DRL37","OUT046",1
"NCF43","OUT046",1
"FDH08","OUT010",1
"FDR34","OUT019",1
"NCK19","OUT049",1
"NCD55","OUT018",1
"FDT27","OUT049",1
"FDQ57","OUT045",1
"FDA47","OUT035",1
"DRG15","OUT027",1
"FDE05","OUT018",1
"FDN46","OUT046",1
"FDX27","OUT027",1
"FDT51","OUT045",1
"FDU33","OUT013",1
"FDJ16","OUT027",1
"FDD20","OUT019",1
"FDT36","OUT049",1
"DRF15","OUT027",1
"FDN52","OUT010",1
"FDC22","OUT027",1
"FDX15","OUT045",1
"FDT13","OUT013",1
"FDU04","OUT017",1
"FDU31","OUT019",1
"FDW59","OUT027",1
"NCO29","OUT046",1
"FDL15","OUT035",1
"FDI41","OUT049",1
"FDQ48","OUT049",1
"DRI39","OUT013",1
"FDI08","OUT013",1
"FDC21","OUT049",1
"FDF58","OUT035",1
"FDS08","OUT010",1
"FDE47","OUT045",1
"NCP18","OUT019",1
"NCR41","OUT013",1
"FDA27","OUT013",1
"FDA43","OUT035",1
"FDA49","OUT045",1
"NCE55","OUT018",1
"DRM49","OUT027",1
"FDF22","OUT027",1
"FDQ15","OUT018",1
"NCS54","OUT017",1
"NCY05","OUT013",1
"FDR45","OUT046",1
"FDK57","OUT049",1
"FDF41","OUT010",1
"FDV21","OUT046",1
"FDD51","OUT046",1
"FDF33","OUT046",1
"FDA38","OUT046",1
"FDR56","OUT045",1
"NCN41","OUT017",1
"FDC60","OUT027",1
"FDB47","OUT045",1
"DRH01","OUT013",1
"FDW08","OUT046",1
"FDF38","OUT027",1
"FDY32","OUT017",1
"FDG34","OUT049",1
"FDG47","OUT019",1
"NCF18","OUT035",1
"FDL39","OUT019",1
"NCH55","OUT035",1
"DRJ35","OUT049",1
"FDS44","OUT035",1
"DRE01","OUT018",1
"FDY39","OUT013",1
"FDY32","OUT018",1
"FDR33","OUT027",1
"NCP50","OUT049",1
"FDZ47","OUT018",1
"FDU57","OUT049",1
"FDY44","OUT013",1
"DRH59","OUT018",1
"FDB03","OUT027",1
"FDY46","OUT045",1
"FDM39","OUT045",1
"FDY36","OUT035",1
"NCM55","OUT035",1
"FDJ50","OUT010",1
"DRL60","OUT013",1
"NCJ54","OUT049",1
"FDX59","OUT017",1
"FDI07","OUT013",1
"DRF51","OUT010",1
"FDM14","OUT017",1
"FDP21","OUT045",1
"FDE40","OUT035",1
"FDE05","OUT035",1
"FDM13","OUT027",1
"FDC34","OUT027",1
"NCI55","OUT018",1
"NCE43","OUT018",1
"FDW58","OUT018",1
"FDG60","OUT045",1
"FDV31","OUT017",1
"FDR47","OUT013",1
"FDM60","OUT019",1
"NCF06","OUT018",1
"NCN26","OUT027",1
"FDQ59","OUT049",1
"FDF09","OUT046",1
"NCS06","OUT017",1
"FDT44","OUT046",1
"FDI19","OUT017",1
"FDT22","OUT017",1
"NCF54","OUT027",1
"DRG25","OUT045",1
"FDB59","OUT017",1
"FDQ37","OUT017",1
"FDP56","OUT035",1
"FDW44","OUT035",1
"FDJ26","OUT010",1
"FDU43","OUT018",1
"FDW33","OUT045",1
"NCX53","OUT027",1
"FDN56","OUT010",1
"DRF15","OUT049",1
"FDO33","OUT017",1
"FDZ39","OUT010",1
"NCJ19","OUT017",1
"FDU01","OUT035",1
"FDT12","OUT035",1
"NCM18","OUT018",1
"FDP19","OUT017",1
"NCR42","OUT049",1
"FDN10","OUT046",1
"FDG44","OUT017",1
"FDQ10","OUT046",1
"DRH13","OUT049",1
"FDT52","OUT013",1
"FDM56","OUT045",1
"NCO43","OUT010",1
"NCV29","OUT035",1
"NCF06","OUT013",1
"FDO50","OUT035",1
"FDT59","OUT013",1
"FDX40","OUT027",1
"FDE50","OUT017",1
"FDX51","OUT017",1
"NCD30","OUT018",1
"FDK15","OUT013",1
"FDL12","OUT045",1
"FDK46","OUT017",1
"DRH49","OUT010",1
"FDQ57","OUT046",1
"FDY59","OUT017",1
"FDO09","OUT018",1
"NCG30","OUT035",1
"FDM09","OUT017",1
"NCN17","OUT027",1
"NCS42","OUT013",1
"FDD02","OUT019",1
"FDE34","OUT013",1
"FDU38","OUT045",1
"FDB33","OUT046",1
"NCJ29","OUT017",1
"FDZ27","OUT035",1
"FDI40","OUT013",1
"FDG22","OUT013",1
"FDT51","OUT017",1
"FDF20","OUT018",1
"FDV50","OUT035",1
"FDT02","OUT049",1
"DRC49","OUT017",1
"FDF26","OUT049",1
"FDV52","OUT035",1
"FDX59","OUT049",1
"FDV25","OUT035",1
"FDW23","OUT027",1
"FDE53","OUT018",1
"FDA19","OUT017",1
"FDH22","OUT046",1
"NCO41","OUT013",1
"FDX12","OUT017",1
"FDF17","OUT013",1
"FDS11","OUT045",1
"FDR51","OUT035",1
"FDT49","OUT010",1
"FDC56","OUT013",1
"FDR13","OUT027",1
"FDQ60","OUT035",1
"FDN38","OUT049",1
"NCL29","OUT013",1
"FDO13","OUT027",1
"FDE26","OUT018",1
"FDA31","OUT010",1
"FDX14","OUT035",1
"FDA34","OUT045",1
"FDF26","OUT013",1
"FDE38","OUT045",1
"DRI11","OUT046",1
"FDQ60","OUT027",1
"FDL21","OUT027",1
"DRC12","OUT027",1
"FDC47","OUT046",1
"FDE57","OUT045",1
"FDT14","OUT045",1
"NCZ53","OUT046",1
"FDE28","OUT018",1
"FDR19","OUT035",1
"NCF54","OUT019",1
"FDZ08","OUT046",1
"NCJ05","OUT018",1
"FDF59","OUT046",1
"NCO05","OUT035",1
"FDW24","OUT018",1
"NCX42","OUT018",1
"NCA53","OUT035",1
"FDI45","OUT019",1
"FDG46","OUT046",1
"FDM20","OUT010",1
"FDW11","OUT010",1
"FDX08","OUT035",1
"NCK17","OUT035",1
"FDK32","OUT018",1
"NCA42","OUT035",1
"DRI01","OUT035",1
"NCL55","OUT049",1
"DRE25","OUT018",1
"FDD14","OUT017",1
"FDB10","OUT046",1
"DRN11","OUT035",1
"FDP38","OUT018",1
"NCA30","OUT017",1
"FDT15","OUT017",1
"NCP55","OUT018",1
"FDF12","OUT035",1
"FDM21","OUT018",1
"FDX56","OUT035",1
"FDF10","OUT017",1
"FDT32","OUT045",1
"FDM51","OUT018",1
"NCR50","OUT018",1
"FDI19","OUT049",1
"FDX21","OUT017",1
"FDR31","OUT035",1
"FDY02","OUT013",1
"NCA29","OUT045",1
"NCX17","OUT046",1
"FDM12","OUT045",1
"FDI53","OUT027",1
"NCU30","OUT049",1
"FDC56","OUT027",1
"FDK27","OUT018",1
"NCK18","OUT017",1
"FDB52","OUT019",1
"DRG25","OUT027",1
"FDZ13","OUT049",1
"FDB57","OUT019",1
"FDR40","OUT046",1
"NCO14","OUT019",1
"NCN19","OUT045",1
"FDQ28","OUT019",1
"FDO13","OUT018",1
"FDK48","OUT013",1
"FDU07","OUT018",1
"FDW20","OUT046",1
"FDV12","OUT010",1
"FDH24","OUT013",1
"FDV59","OUT049",1
"FDK57","OUT045",1
"FDL16","OUT027",1
"NCQ17","OUT046",1
"FDJ15","OUT018",1
"FDX24","OUT049",1
"FDT47","OUT046",1
"FDT10","OUT049",1
"FDZ37","OUT018",1
"FDW43","OUT027",1
"DRN36","OUT017",1
"FDJ14","OUT045",1
"FDA32","OUT013",1
"FDJ38","OUT019",1
"FDQ57","OUT017",1
"NCQ41","OUT019",1
"FDG56","OUT049",1
"DRC13","OUT027",1
"FDV55","OUT035",1
"FDQ49","OUT045",1
"FDE29","OUT010",1
"FDR03","OUT013",1
"FDD45","OUT049",1
"FDN38","OUT010",1
"FDT56","OUT046",1
"FDT48","OUT045",1
"FDU03","OUT049",1
"FDC56","OUT010",1
"NCO43","OUT027",1
"FDQ27","OUT017",1
"FDR03","OUT046",1
"DRH23","OUT010",1
"FDG22","OUT045",1
"NCJ42","OUT013",1
"FDR24","OUT046",1
"FDW60","OUT035",1
"FDJ08","OUT013",1
"DRL59","OUT018",1
"FDG60","OUT010",1
"FDW27","OUT017",1
"FDX14","OUT018",1
"FDC20","OUT013",1
"NCS29","OUT018",1
"FDJ56","OUT046",1
"FDB20","OUT019",1
"FDL28","OUT027",1
"FDW01","OUT018",1
"FDL03","OUT046",1
"FDX22","OUT049",1
"FDJ21","OUT035",1
"FDR31","OUT045",1
"FDG21","OUT035",1
"FDS22","OUT027",1
"FDK08","OUT035",1
"FDE17","OUT018",1
"NCN30","OUT017",1
"FDT50","OUT046",1
"NCX42","OUT049",1
"FDJ12","OUT035",1
"NCA18","OUT027",1
"FDP23","OUT019",1
"FDX12","OUT013",1
"FDN40","OUT018",1
"FDV48","OUT035",1
"NCY54","OUT013",1
"FDL16","OUT010",1
"FDR45","OUT018",1
"FDJ52","OUT046",1
"DRG01","OUT017",1
"FDP52","OUT013",1
"FDU58","OUT017",1
"FDL02","OUT045",1
"FDG28","OUT013",1
"FDA19","OUT035",1
"FDW46","OUT027",1
"NCD43","OUT049",1
"DRG39","OUT013",1
"NCF55","OUT049",1
"FDJ07","OUT046",1
"FDE08","OUT046",1
"FDP56","OUT019",1
"FDT45","OUT045",1
"FDF17","OUT018",1
"FDX44","OUT046",1
"FDM28","OUT027",1
"FDI36","OUT049",1
"FDS07","OUT045",1
"FDD36","OUT045",1
"FDW11","OUT046",1
"FDN40","OUT049",1
"NCQ18","OUT049",1
"NCQ54","OUT017",1
"NCS42","OUT045",1
"DRH39","OUT010",1
"FDC09","OUT027",1
"FDT08","OUT010",1
"FDC08","OUT035",1
"FDT20","OUT017",1
"FDS35","OUT035",1
"FDX58","OUT018",1
"FDW58","OUT046",1
"DRD27","OUT046",1
"FDH32","OUT019",1
"FDS26","OUT035",1
"FDQ31","OUT046",1
"FDP11","OUT018",1
"FDD58","OUT017",1
"FDM33","OUT045",1
"FDZ16","OUT049",1
"NCS29","OUT010",1
"NCM18","OUT019",1
"FDP11","OUT049",1
"NCC42","OUT017",1
"DRM23","OUT046",1
"NCN55","OUT027",1
"FDK46","OUT013",1
"FDR01","OUT046",1
"NCA05","OUT045",1
"NCP43","OUT017",1
"FDR12","OUT010",1
"FDQ01","OUT013",1
"FDM13","OUT046",1
"FDQ19","OUT017",1
"FDK56","OUT019",1
"NCX06","OUT010",1
"FDO56","OUT027",1
"FDU45","OUT045",1
"FDI16","OUT019",1
"FDL32","OUT046",1
"FDA07","OUT046",1
"FDA14","OUT045",1
"FDV46","OUT027",1
"NCO07","OUT035",1
"NCP41","OUT046",1
"FDY60","OUT018",1
"FDN38","OUT017",1
"FDO15","OUT046",1
"FDT60","OUT013",1
"FDA55","OUT035",1
"FDE02","OUT010",1
"DRJ39","OUT049",1
"FDV34","OUT035",1
"FDS20","OUT027",1
"FDF02","OUT027",1
"FDW40","OUT017",1
"NCB43","OUT046",1
"FDR58","OUT017",1
"DRJ59","OUT035",1
"NCD30","OUT017",1
"FDE14","OUT017",1
"FDC28","OUT018",1
"FDU16","OUT018",1
"NCD19","OUT035",1
"FDU21","OUT046",1
"FDV59","OUT027",1
"FDU03","OUT045",1
"FDC33","OUT010",1
"NCR42","OUT035",1
"DRH59","OUT035",1
"NCM31","OUT035",1
"FDS50","OUT035",1
"FDP39","OUT046",1
"FDQ55","OUT013",1
"FDV36","OUT019",1
"FDI05","OUT027",1
"FDS45","OUT027",1
"FDA39","OUT045",1
"FDC37","OUT010",1
"FDJ60","OUT027",1
"DRQ35","OUT046",1
"NCJ06","OUT046",1
"NCY42","OUT018",1
"DRM37","OUT049",1
"FDR14","OUT045",1
"FDE51","OUT049",1
"FDT33","OUT017",1
"FDR08","OUT013",1
"FDE36","OUT010",1
"FDL22","OUT019",1
"FDR44","OUT013",1
"FDI56","OUT019",1
"FDE47","OUT010",1
"FDV27","OUT010",1
"FDV10","OUT049",1
"FDC40","OUT045",1
"NCX41","OUT013",1
"NCQ38","OUT027",1
"FDV12","OUT027",1
"FDE52","OUT017",1
"FDG20","OUT027",1
"FDV16","OUT027",1
"FDI32","OUT017",1
"FDJ32","OUT049",1
"FDN39","OUT018",1
"FDY34","OUT017",1
"FDC14","OUT035",1
"FDA55","OUT017",1
"FDZ50","OUT010",1
"DRG13","OUT049",1
"FDP01","OUT013",1
"NCG54","OUT017",1
"FDM13","OUT045",1
"NCO18","OUT027",1
"NCW41","OUT013",1
"FDM52","OUT027",1
"NCF55","OUT035",1
"FDT09","OUT046",1
"NCM19","OUT035",1
"FDW12","OUT018",1
"FDP15","OUT019",1
"FDK36","OUT045",1
"FDZ25","OUT035",1
"NCW06","OUT049",1
"FDW60","OUT046",1
"DRC49","OUT013",1
"NCT17","OUT035",1
"NCN06","OUT018",1
"FDC45","OUT013",1
"DRJ47","OUT019",1
"NCF06","OUT045",1
"FDE21","OUT010",1
"DRG27","OUT013",1
"FDW40","OUT049",1
"NCO53","OUT046",1
"FDE23","OUT049",1
"FDQ16","OUT046",1
"FDS26","OUT045",1
"FDZ13","OUT010",1
"FDS14","OUT049",1
"FDC10","OUT045",1
"FDY16","OUT049",1
"FDJ20","OUT035",1
"FDV43","OUT035",1
"FDZ32","OUT027",1
"FDR23","OUT046",1
"FDN24","OUT035",1
"FDE34","OUT027",1
"FDU31","OUT013",1
"FDW33","OUT018",1
"FDU26","OUT046",1
"FDE20","OUT027",1
"NCW05","OUT035",1
"FDB22","OUT018",1
"FDO56","OUT046",1
"FDA19","OUT027",1
"DRI39","OUT045",1
"FDH52","OUT018",1
"FDZ50","OUT035",1
"NCN42","OUT035",1
"FDB53","OUT013",1
"DRG11","OUT017",1
"DRK11","OUT027",1
"FDQ60","OUT017",1
"FDT36","OUT017",1
"DRG25","OUT018",1
"DRJ23","OUT046",1
"FDG05","OUT035",1
"NCK06","OUT018",1
"FDU52","OUT017",1
"FDW07","OUT018",1
"NCM17","OUT045",1
"FDA22","OUT045",1
"NCA41","OUT018",1
"FDF38","OUT035",1
"FDH52","OUT046",1
"FDY58","OUT019",1
"FDZ16","OUT045",1
"NCM18","OUT017",1
"FDA22","OUT018",1
"NCJ43","OUT035",1
"FDI34","OUT027",1
"FDG56","OUT046",1
"FDS34","OUT046",1
"DRC01","OUT035",1
"FDQ04","OUT035",1
"FDK04","OUT035",1
"FDT51","OUT049",1
"FDV26","OUT017",1
"FDS04","OUT049",1
"FDW43","OUT018",1
"FDQ28","OUT010",1
"NCK06","OUT017",1
"FDS23","OUT018",1
"FDZ36","OUT019",1
"FDE56","OUT018",1
"FDW10","OUT027",1
"NCN14","OUT045",1
"NCQ18","OUT045",1
"FDW08","OUT017",1
"FDU43","OUT035",1
"FDR33","OUT010",1
"FDM24","OUT010",1
"NCZ05","OUT046",1
"NCV41","OUT035",1
"FDV11","OUT018",1
"NCY05","OUT035",1
"FDV44","OUT018",1
"FDW32","OUT049",1
"NCU18","OUT027",1
"NCC43","OUT035",1
"FDW19","OUT013",1
"FDN31","OUT035",1
"FDI48","OUT045",1
"FDS24","OUT017",1
"FDF46","OUT049",1
"DRG23","OUT017",1
"FDG14","OUT018",1
"NCY30","OUT049",1
"FDO28","OUT018",1
"DRD24","OUT035",1
"FDI33","OUT049",1
"FDN32","OUT046",1
"FDR16","OUT045",1
"FDF26","OUT046",1
"NCN29","OUT018",1
"FDE20","OUT045",1
"FDA46","OUT046",1
"FDU28","OUT045",1
"FDQ48","OUT045",1
"FDV36","OUT013",1
"FDR14","OUT018",1
"FDP23","OUT017",1
"FDP56","OUT013",1
"FDK48","OUT010",1
"FDR48","OUT046",1
"NCY29","OUT049",1
"FDM22","OUT018",1
"DRJ01","OUT013",1
"FDZ43","OUT045",1
"FDV03","OUT035",1
"FDX11","OUT027",1
"NCA41","OUT027",1
"FDE38","OUT017",1
"FDI27","OUT018",1
"FDN32","OUT013",1
